lat,lon,sst
4.9792,-155.2708,27.8100
4.9792,-155.2292,27.8200
4.9792,-155.1875,27.8150
4.9792,-155.1458,27.8750
4.9792,-155.1042,27.9050
4.9792,-155.0625,27.9700
4.9792,-155.0208,27.9650
4.9792,-154.9792,27.9700
4.9792,-154.9375,28.1400
4.9792,-154.8958,27.9850
4.9792,-154.8542,27.8200
4.9792,-154.8125,27.8000
4.9792,-154.7708,27.7200
4.9792,-154.7292,27.7450
4.9792,-154.6875,27.8050
4.9792,-154.6458,27.6950
4.9792,-154.6042,27.5600
4.9792,-154.5625,27.7300
4.9792,-154.5208,27.9550
4.9792,-154.4792,28.0250
4.9792,-154.4375,27.9000
4.9792,-154.3958,27.8550
4.9792,-154.3542,27.8700
4.9792,-154.3125,27.8200
4.9792,-154.2708,27.7350
4.9792,-154.2292,27.7950
4.9792,-154.1875,27.8450
4.9792,-154.1458,27.9250
4.9792,-154.1042,28.0000
4.9792,-154.0625,27.9850
4.9792,-154.0208,27.9150
4.9792,-153.9792,27.9550
4.9792,-153.9375,28.0400
4.9792,-153.8958,28.0350
4.9792,-153.8542,28.0750
4.9792,-153.8125,28.0600
4.9792,-153.7708,28.0600
4.9792,-153.7292,28.1150
4.9792,-153.6875,28.1400
4.9792,-153.6458,28.1000
4.9792,-153.6042,28.0600
4.9792,-153.5625,27.9950
4.9792,-153.5208,27.8100
4.9792,-153.4792,27.7600
4.9792,-153.4375,27.8700
4.9792,-153.3958,27.9750
4.9792,-153.3542,28.0400
4.9792,-153.3125,28.0350
4.9792,-153.2708,27.8500
4.9792,-153.2292,27.7100
4.9792,-153.1875,27.6000
4.9792,-153.1458,27.5100
4.9792,-153.1042,27.7000
4.9792,-153.0625,27.8300
4.9792,-153.0208,28.0350
4.9792,-152.9792,28.1750
4.9792,-152.9375,28.1800
4.9792,-152.8958,28.2300
4.9792,-152.8542,28.1050
4.9792,-152.8125,27.9400
4.9792,-152.7708,27.9400
4.9792,-152.7292,28.0100
4.9792,-152.6875,28.0450
4.9792,-152.6458,27.9750
4.9792,-152.6042,27.8950
4.9792,-152.5625,27.7900
4.9792,-152.5208,27.8050
4.9792,-152.4792,27.9500
4.9792,-152.4375,27.9300
4.9792,-152.3958,27.9450
4.9792,-152.3542,27.9800
4.9792,-152.3125,28.0000
4.9792,-152.2708,27.9850
4.9792,-152.2292,27.8750
4.9792,-152.1875,27.8500
4.9792,-152.1458,28.0050
4.9792,-152.1042,27.9600
4.9792,-152.0625,27.8450
4.9792,-152.0208,27.8500
4.9792,-151.9792,27.8600
4.9792,-151.9375,27.8450
4.9792,-151.8958,27.8550
4.9792,-151.8542,27.8550
4.9792,-151.8125,27.8850
4.9792,-151.7708,27.9550
4.9792,-151.7292,27.9750
4.9792,-151.6875,27.9850
4.9792,-151.6458,27.9250
4.9792,-151.6042,27.8450
4.9792,-151.5625,27.8100
4.9792,-151.5208,27.8000
4.9792,-151.4792,27.8150
4.9792,-151.4375,27.8400
4.9792,-151.3958,27.7950
4.9792,-151.3542,27.7750
4.9792,-151.3125,27.6750
4.9792,-151.2708,27.5250
4.9792,-151.2292,27.7100
4.9792,-151.1875,27.8200
4.9792,-151.1458,28.0150
4.9792,-151.1042,27.8150
4.9792,-151.0625,27.5400
4.9792,-151.0208,27.5250
4.9792,-150.9792,27.5700
4.9792,-150.9375,27.8700
4.9792,-150.8958,28.1400
4.9792,-150.8542,28.0950
4.9792,-150.8125,28.0400
4.9792,-150.7708,28.2050
4.9792,-150.7292,28.0000
4.9792,-150.6875,28.0200
4.9792,-150.6458,28.0250
4.9792,-150.6042,27.9250
4.9792,-150.5625,27.8150
4.9792,-150.5208,27.7350
4.9792,-150.4792,27.7300
4.9792,-150.4375,27.5050
4.9792,-150.3958,27.3150
4.9792,-150.3542,28.1450
4.9792,-150.3125,28.4150
4.9792,-150.2708,28.3700
4.9792,-150.2292,28.2450
4.9792,-150.1875,28.2000
4.9792,-150.1458,28.1450
4.9792,-150.1042,28.0600
4.9792,-150.0625,28.0200
4.9792,-150.0208,27.9900
4.9792,-149.9792,28.0900
4.9792,-149.9375,28.1200
4.9792,-149.8958,28.0850
4.9792,-149.8542,28.0450
4.9792,-149.8125,27.8900
4.9792,-149.7708,28.0500
4.9792,-149.7292,28.1100
4.9792,-149.6875,28.1050
4.9792,-149.6458,27.7100
4.9792,-149.6042,28.3550
4.9792,-149.5625,28.7000
4.9792,-149.5208,27.4000
4.9792,-149.4792,27.9750
4.9792,-149.4375,26.5800
4.9792,-149.3958,27.7350
4.9792,-149.3542,28.0100
4.9792,-149.3125,27.8250
4.9792,-149.2708,27.8450
4.9792,-149.2292,27.9150
4.9792,-149.1875,27.9600
4.9792,-149.1458,28.1550
4.9792,-149.1042,28.0900
4.9792,-149.0625,27.9950
4.9792,-149.0208,28.1400
4.9792,-148.9792,28.0950
4.9792,-148.9375,28.1500
4.9792,-148.8958,28.2100
4.9792,-148.8542,28.1700
4.9792,-148.8125,28.1650
4.9792,-148.7708,28.2000
4.9792,-148.7292,28.1350
4.9792,-148.6875,28.0250
4.9792,-148.6458,27.9750
4.9792,-148.6042,27.8350
4.9792,-148.5625,27.9550
4.9792,-148.5208,28.0150
4.9792,-148.4792,28.1250
4.9792,-148.4375,28.1300
4.9792,-148.3958,28.2300
4.9792,-148.3542,28.2700
4.9792,-148.3125,28.0500
4.9792,-148.2708,28.0600
4.9792,-148.2292,28.0500
4.9792,-148.1875,27.9850
4.9792,-148.1458,28.2350
4.9792,-148.1042,28.4150
4.9792,-148.0625,28.5550
4.9792,-148.0208,28.4500
4.9792,-147.9792,28.1700
4.9792,-147.9375,28.0200
4.9792,-147.8958,28.0050
4.9792,-147.8542,28.1200
4.9792,-147.8125,28.0850
4.9792,-147.7708,27.9850
4.9792,-147.7292,27.8900
4.9792,-147.6875,27.9750
4.9792,-147.6458,28.0900
4.9792,-147.6042,28.1100
4.9792,-147.5625,27.9900
4.9792,-147.5208,28.1600
4.9792,-147.4792,28.1300
4.9792,-147.4375,28.1500
4.9792,-147.3958,28.1650
4.9792,-147.3542,28.1050
4.9792,-147.3125,27.7050
4.9792,-147.2708,27.7300
4.9792,-147.2292,27.8150
4.9792,-147.1875,27.7450
4.9792,-147.1458,28.0500
4.9792,-147.1042,28.3500
4.9792,-147.0625,28.3400
4.9792,-147.0208,28.1200
4.9792,-146.9792,28.1850
4.9792,-146.9375,28.1050
4.9792,-146.8958,28.2350
4.9792,-146.8542,28.3100
4.9792,-146.8125,28.2050
4.9792,-146.7708,27.9550
4.9792,-146.7292,27.9800
4.9792,-146.6875,28.0700
4.9792,-146.6458,28.2750
4.9792,-146.6042,28.3250
4.9792,-146.5625,28.2400
4.9792,-146.5208,28.0750
4.9792,-146.4792,28.0900
4.9792,-146.4375,27.5700
4.9792,-146.3958,27.8150
4.9792,-146.3542,27.9450
4.9792,-146.3125,27.8350
4.9792,-146.2708,27.7500
4.9792,-146.2292,27.6350
4.9792,-146.1875,27.6400
4.9792,-146.1458,28.0150
4.9792,-146.1042,27.9150
4.9792,-146.0625,27.8950
4.9792,-146.0208,27.7100
4.9792,-145.9792,27.1150
4.9792,-145.9375,28.1500
4.9792,-145.8958,27.8400
4.9792,-145.8542,28.0200
4.9792,-145.8125,28.2450
4.9792,-145.7708,28.1950
4.9792,-145.7292,28.1850
4.9792,-145.6875,28.1500
4.9792,-145.6458,28.1050
4.9792,-145.6042,28.2050
4.9792,-145.5625,28.3150
4.9792,-145.5208,28.3300
4.9792,-145.4792,28.4700
4.9792,-145.4375,28.2800
4.9792,-145.3958,28.3750
4.9792,-145.3542,28.4800
4.9792,-145.3125,28.6450
4.9792,-145.2708,28.3400
4.9792,-145.2292,28.1900
4.9792,-145.1875,28.2050
4.9792,-145.1458,28.3600
4.9792,-145.1042,28.4100
4.9792,-145.0625,28.2800
4.9792,-145.0208,28.1250
4.9792,-144.9792,28.1000
4.9792,-144.9375,28.1000
4.9792,-144.8958,28.3100
4.9792,-144.8542,28.4350
4.9792,-144.8125,28.1950
4.9792,-144.7708,28.1400
4.9792,-144.7292,28.0850
4.9792,-144.6875,28.0500
4.9792,-144.6458,27.9900
4.9792,-144.6042,28.1250
4.9792,-144.5625,28.2450
4.9792,-144.5208,28.2750
4.9792,-144.4792,28.3100
4.9792,-144.4375,28.2450
4.9792,-144.3958,28.1850
4.9792,-144.3542,28.1150
4.9792,-144.3125,28.0550
4.9792,-144.2708,28.0950
4.9792,-144.2292,28.1150
4.9792,-144.1875,28.1300
4.9792,-144.1458,28.1450
4.9792,-144.1042,28.1300
4.9792,-144.0625,28.1300
4.9792,-144.0208,28.2600
4.9792,-143.9792,28.2250
4.9792,-143.9375,28.1450
4.9792,-143.8958,28.2000
4.9792,-143.8542,28.2750
4.9792,-143.8125,28.3200
4.9792,-143.7708,28.3400
4.9792,-143.7292,28.3800
4.9792,-143.6875,28.1950
4.9792,-143.6458,28.1850
4.9792,-143.6042,28.2850
4.9792,-143.5625,28.4050
4.9792,-143.5208,28.4200
4.9792,-143.4792,28.2850
4.9792,-143.4375,28.3550
4.9792,-143.3958,28.3700
4.9792,-143.3542,28.2650
4.9792,-143.3125,28.1950
4.9792,-143.2708,28.1400
4.9792,-143.2292,28.0800
4.9792,-143.1875,27.9800
4.9792,-143.1458,28.1850
4.9792,-143.1042,28.2350
4.9792,-143.0625,28.1850
4.9792,-143.0208,28.1800
4.9792,-142.9792,28.1100
4.9792,-142.9375,28.0450
4.9792,-142.8958,28.0050
4.9792,-142.8542,28.0000
4.9792,-142.8125,27.9800
4.9792,-142.7708,28.0000
4.9792,-142.7292,28.2100
4.9792,-142.6875,28.1900
4.9792,-142.6458,27.9200
4.9792,-142.6042,27.6700
4.9792,-142.5625,27.5550
4.9792,-142.5208,27.6700
4.9792,-142.4792,27.7550
4.9792,-142.4375,27.7400
4.9792,-142.3958,27.7900
4.9792,-142.3542,27.7550
4.9792,-142.3125,27.7250
4.9792,-142.2708,27.9050
4.9792,-142.2292,27.8800
4.9792,-142.1875,27.7200
4.9792,-142.1458,27.6700
4.9792,-142.1042,27.6300
4.9792,-142.0625,27.6900
4.9792,-142.0208,27.7250
4.9792,-141.9792,27.6800
4.9792,-141.9375,27.7350
4.9792,-141.8958,27.8050
4.9792,-141.8542,27.7550
4.9792,-141.8125,27.6850
4.9792,-141.7708,27.6700
4.9792,-141.7292,27.6250
4.9792,-141.6875,27.6250
4.9792,-141.6458,27.1750
